source_index,s_m,x_m,y_m,w_tr_right_m,w_tr_left_m,segment_length_to_next_m
3244,298.5604949960,89629.2522804731,43153.5541314138,3.7181203797,3.7071306220,0.0918025410
3245,298.6522975370,89629.2113130570,43153.6362860080,3.7286089207,3.7057258659,0.0918029229
3246,298.7441004599,89629.1704904730,43153.7185130917,3.7385324462,3.7042404568,0.0917850623
3247,298.8358855222,89629.1295228359,43153.8006480438,3.7475454579,3.7030223096,0.0917508193
3248,298.9276363415,89629.0881202604,43153.8825262436,3.7554186823,3.7024729922,0.0917056831
3249,299.0193420246,89629.0459928614,43153.9639830699,3.7620192314,3.7030301333,0.0916587854
3250,299.1110008100,89629.0028507534,43154.0448539019,3.7672684655,3.7051341099,0.0916229145
3251,299.2026237245,89628.9584040513,43154.1249741187,3.7710886665,3.7091894434,0.0916138944
3252,299.2942376189,89628.9124388327,43154.2042224898,3.7734404202,3.7154459068,0.0916355983
3253,299.3858732171,89628.8650791560,43154.2826708415,3.7745903826,3.7236824508,0.0916761860
3254,299.4775494032,89628.8165430442,43154.3604446735,3.7748206195,3.7334958390,0.0917244754
3255,299.5692738786,89628.7670485244,43154.4376694875,3.7743347680,3.7444364713,0.0917713715
3256,299.6610452501,89628.7168136235,43154.5144707854,3.7732878658,3.7560469826,0.0918098652
3257,299.7528551153,89628.6660563684,43154.5909740690,3.7718202925,3.7616362957,0.0918350249
3258,299.8446901402,89628.6149947859,43154.6673048399,3.7700857067,3.7642332202,0.0918439872
3259,299.9365341273,89628.5638469031,43154.7435886001,3.7682671622,3.7668985731,0.0918359494
3260,300.0283700767,89628.5128307469,43154.8199508512,3.7665806768,3.7693503993,0.0918148932
3261,300.1201849699,89628.4621265131,43154.8964953172,3.7652258132,3.7713791599,0.0917939352
3262,300.2119789051,89628.4117535911,43154.9732331519,3.7642336209,3.7729784616,0.0917760362
3263,300.3037549413,89628.3616886514,43155.0501509173,3.7635923974,3.7741977726,0.0917608841
3264,300.3955158253,89628.3119083641,43155.1272351754,3.7632750795,3.7750849289,0.0917481898
3265,300.4872640151,89628.2623893996,43155.2044724881,3.7631267065,3.7756817678,0.0917376878
3266,300.5790017030,89628.2131084278,43155.2818494174,3.7632749986,3.7760230961,0.0917291359
3267,300.6707308389,89628.1640421190,43155.3593525252,3.7636923365,3.7761377428,0.0917223154
3268,300.7624531542,89628.1151671435,43155.4369683735,3.7643478396,3.7760504455,0.0917170310
3269,300.8541701852,89628.0664601712,43155.5146835241,3.7652090416,3.7757837057,0.0917131112
3270,300.9458832965,89628.0178978725,43155.5924845390,3.7662431237,3.7753592080,0.0917104081
3271,301.0375937046,89627.9694569175,43155.6703579801,3.7674176643,3.7747987328,0.0917087973
3272,301.1293025019,89627.9211139764,43155.7482904095,3.7687010192,3.7741246602,0.0917081781
3273,301.2210106799,89627.8728457193,43155.8262683889,3.7700624783,3.7733602117,0.0917084734
3274,301.3127191534,89627.8246288164,43155.9042784804,3.7714723123,3.7725295498,0.0917096301
3275,301.4044287835,89627.7764399380,43155.9823072459,3.7729017813,3.7716578151,0.0917116185
3276,301.4961404019,89627.7282557541,43156.0603412474,3.7743231416,3.7707711463,0.0917144325
3277,301.5878548344,89627.6800529349,43156.1383670466,3.7757096678,3.7698967033,0.0917180900
3278,301.6795729244,89627.6318081507,43156.2163712057,3.7770356897,3.7690626990,0.0917223157
3279,301.7712952402,89627.5834977968,43156.2943397437,3.7782761176,3.7682989601,0.0917258833
3280,301.8630211235,89627.5350971451,43156.3722564594,3.7794048777,3.7676385771,0.0917285637
3281,301.9547496872,89627.4865811801,43156.4501045842,3.7803965470,3.7671163306,0.0917304888
3282,302.0464801759,89627.4379248865,43156.5278673494,3.7812268942,3.7667681066,0.0917318203
3283,302.1382119962,89627.3891032487,43156.6055279864,3.7818727755,3.7666307460,0.0917327495
3284,302.2299447457,89627.3400912515,43156.6830697265,3.7823118495,3.7667416994,0.0917334974
3285,302.3216782431,89627.2908638793,43156.7604758010,3.7825220029,3.7671383779,0.0917343146
3286,302.4134125577,89627.2413961167,43156.8377294413,3.7824803787,3.7678570987,0.0917354813
3287,302.5051480389,89627.1916629484,43156.9148138787,3.7821619570,3.7689315860,0.0917373073
3288,302.5968853463,89627.1416393588,43156.9917123445,3.7815377853,3.7703911434,0.0917401323
3289,302.6886254786,89627.0913003326,43157.0684080701,3.7805731770,3.7722588317,0.0917443254
3290,302.7803698040,89627.0406208544,43157.1448842868,3.7792264307,3.7745502186,0.0917502850
3291,302.8721200890,89626.9895759089,43157.2211242261,3.7785345488,3.7772733833,0.0917577089
3292,302.9638777979,89626.9381640373,43157.2971261775,3.7783569789,3.7826308119,0.0917634111
3293,303.0556412090,89626.8864735694,43157.3729458263,3.7778652341,3.7897595076,0.0917654443
3294,303.1474066534,89626.8346142238,43157.4486525303,3.7771794539,3.7968825735,0.0917629470
3295,303.2391696004,89626.7826957191,43157.5243156476,3.7764257127,3.8038362028,0.0917556077
3296,303.3309252081,89626.7308277739,43157.6000045359,3.7757398188,3.8104773213,0.0917436651
3297,303.4226688731,89626.6791201069,43157.6757885530,3.7752692269,3.8166878301,0.0917279083
3298,303.5143967814,89626.6276824368,43157.7517370569,3.7751721814,3.8223750247,0.0917096776
3299,303.6061064590,89626.5766244823,43157.8279194055,3.7756138671,3.8274677496,0.0916908653
3300,303.6977973243,89626.5260559618,43157.9044049566,3.7767601523,3.8319087656,0.0916739167
3301,303.7894712409,89626.4760865942,43157.9812630680,3.7787702530,3.8356447035,0.0916618772
3302,303.8811331181,89626.4268204978,43158.0585595846,3.7817834563,3.8386222379,0.0916578096
3303,303.9727909277,89626.3782713214,43158.1363035974,3.7858145679,3.8408795756,0.0916612198
3304,304.0644521475,89626.3303794918,43158.2144582638,3.7907731265,3.8425207502,0.0916702853
3305,304.1561224328,89626.2830833333,43158.2929854222,3.7965496042,3.8436305222,0.0916833372
3306,304.2478057700,89626.2363211703,43158.3718469111,3.8030226644,3.8442744483,0.0916988789
3307,304.3395046489,89626.1900313270,43158.4510045689,3.8100650299,3.8445038019,0.0917155864
3308,304.4312202353,89626.1441521278,43158.5304202340,3.8175490576,3.8443613418,0.0917323091
3309,304.5229525444,89626.0986218970,43158.6100557451,3.8246528096,3.8438866742,0.0917480686
3310,304.6147006130,89626.0533789590,43158.6898729403,3.8299209819,3.8431204833,0.0917620597
3311,304.7064626727,89626.0083616382,43158.7698336583,3.8353553808,3.8421074420,0.0917736491
3312,304.7982363219,89625.9635082587,43158.8498997374,3.8408585157,3.8408979754,0.0917823760
3313,304.8900186979,89625.9187571450,43158.9300330162,3.8463409372,3.8395491958,0.0917879511
3314,304.9818066489,89625.8740466214,43159.0101953330,3.8517214539,3.8381253087,0.0917902569
3315,305.0735969058,89625.8293150122,43159.0903485263,3.8569273059,3.8366976719,0.0917893476
3316,305.1653862534,89625.7845006417,43159.1704544345,3.8618942876,3.8353445528,0.0917854490
3317,305.2571717024,89625.7395418343,43159.2504748962,3.8665666571,3.8341504998,0.0917789583
3318,305.3489506607,89625.6943769143,43159.3303717497,3.8708965590,3.8332051796,0.0917704449
3319,305.4407211056,89625.6489442061,43159.4101068334,3.8748426738,3.8326015458,0.0917606500
3320,305.5324817556,89625.6031820340,43159.4896419859,3.8783679197,3.8324333365,0.0917504870
3321,305.6242322425,89625.5570287222,43159.5689390456,3.8814362869,3.8327921155,0.0917410418
3322,305.7159732843,89625.5104225952,43159.6479598509,3.8840091958,3.8337643098,0.0917336442
3323,305.8077069285,89625.4633096313,43159.7266709054,3.8860509885,3.8354198757,0.0917296236
3324,305.8994365521,89625.4156996320,43159.8050776131,3.8875921100,3.8377452805,0.0917286052
3325,305.9911651573,89625.3676341127,43159.8832047074,3.8886902855,3.8406812545,0.0917297420
3326,306.0828948993,89625.3191548185,43159.9610770619,3.8893940172,3.8441611607,0.0917322618
3327,306.1746271611,89625.2703034944,43160.0387195502,3.8897439882,3.8481137015,0.0917354696
3328,306.2663626306,89625.2211218854,43160.1161570458,3.8897754951,3.8524657101,0.0917387476
3329,306.3581013783,89625.1716517368,43160.1934144222,3.8895210560,3.8571447637,0.0917415556
3330,306.4498429339,89625.1219347935,43160.2705165531,3.8890127319,3.8620812727,0.0917434304
3331,306.5415863643,89625.0720128006,43160.3474883118,3.8882839045,3.8672099121,0.0917439861
3332,306.6333303504,89625.0219275032,43160.4243545721,3.8873704360,3.8724704117,0.0917429140
3333,306.7250732644,89624.9717206463,43160.5011402073,3.8863112512,3.8778077800,0.0917399825
3334,306.8168132468,89624.9214339750,43160.5778700912,3.8851484369,3.8807569105,0.0917350371
3335,306.9085482839,89624.8711092343,43160.6545690971,3.8839269655,3.8810469849,0.0917280545
3336,307.0002763384,89624.8207875649,43160.7312617666,3.8826934752,3.8813391178,0.0917206559
3337,307.0919969943,89624.7704918681,43160.8079626246,3.8814755270,3.8816045837,0.0917147276
3338,307.1837117219,89624.7202240141,43160.8846746452,3.8794963470,3.8818396439,0.0917103757
3339,307.2754220976,89624.6699847063,43160.9614001622,3.8758893041,3.8820424923,0.0917076020
3340,307.3671296996,89624.6197746482,43161.0381415092,3.8722976814,3.8822115938,0.0917064088
3341,307.4588361084,89624.5695945430,43161.1149010197,3.8687280840,3.8823454769,0.0917067980
3342,307.5505429064,89624.5194450944,43161.1916810276,3.8651858835,3.8824426328,0.0917087719
3343,307.6422516783,89624.4693270056,43161.2684838662,3.8616752131,3.8825014903,0.0917123329
3344,307.7339640113,89624.4192409802,43161.3453118694,3.8581990343,3.8825204361,0.0917174835
3345,307.8256814948,89624.3691877216,43161.4221673707,3.8547592075,3.8824978635,0.0917242262
3346,307.9174057210,89624.3191679332,43161.4990527037,3.8513565327,3.8824322456,0.0917325638
3347,308.0091382848,89624.2691823183,43161.5759702022,3.8479907730,3.8823222391,0.0917424990
3348,308.1008807837,89624.2192315806,43161.6529221997,3.8446607137,3.8821668360,0.0917540347
3349,308.1926348185,89624.1693164234,43161.7299110298,3.8413643376,3.8819655840,0.0917671741
3350,308.2844019925,89624.1194375501,43161.8069390263,3.8380992013,3.8817188988,0.0917819201
3351,308.3761839127,89624.0695956642,43161.8840085226,3.8348630705,3.8814284869,0.0917980360
3352,308.4679819487,89624.0197931308,43161.9611226400,3.8316566472,3.8810960584,0.0918116677
3353,308.5597936164,89623.9700592035,43162.0382972395,3.8285124595,3.8806962840,0.0918198244
3354,308.6516134408,89623.9204449205,43162.1155585045,3.8254904014,3.8801830274,0.0918226937
3355,308.7434361345,89623.8710019469,43162.1929329152,3.8226554871,3.8795131069,0.0918206635
3356,308.8352567980,89623.8217819477,43162.2704469521,3.8200779745,3.8786473480,0.0918142304
3357,308.9270710284,89623.7728365880,43162.3481270955,3.8178338028,3.8775506001,0.0918040011
3358,309.0188750295,89623.7242175329,43162.4259998256,3.8160045319,3.8761911885,0.0917906918
3359,309.1106657213,89623.6759764474,43162.5040916227,3.8146765941,3.8745394729,0.0917751294
3360,309.2024408507,89623.6281649967,43162.5824289672,3.8139395129,3.8725649894,0.0917582508
3361,309.2941991015,89623.5808348457,43162.6610383395,3.8138825237,3.8702315124,0.0917411041
3362,309.3859402056,89623.5340376597,43162.7399462197,3.8145889498,3.8674894469,0.0917248483
3363,309.4776650539,89623.4878251036,43162.8191790882,3.8161280202,3.8642655368,0.0917107535
3364,309.5693758074,89623.4422488425,43162.8987634254,3.8185448347,3.8604511939,0.0917002005
3365,309.6610760079,89623.3973605415,43162.9787257116,3.8218509351,3.8558927379,0.0916946810
3366,309.7527706889,89623.3532118657,43163.0590924270,3.8260198895,3.8503888205,0.0916957965
3367,309.8444664853,89623.3098544801,43163.1398900520,3.8309932149,3.8437008780,0.0917052470
3368,309.9361717324,89623.2673384713,43163.2211442293,3.8304661403,3.8355818993,0.0917217593
3369,310.0278934917,89623.2255440421,43163.3027904590,3.8308681809,3.8261585080,0.0917343728
3370,310.1196278645,89623.1840322487,43163.3845948975,3.8317928105,3.8159158849,0.0917371792
3371,310.2113650436,89623.1423289420,43163.4663050208,3.8327830768,3.8052342507,0.0917339280
3372,310.3030989716,89623.0999599727,43163.5476683048,3.8334415243,3.7948021230,0.0917378044
3373,310.3948367760,89623.0564512039,43163.6284322311,3.8334112724,3.7854088762,0.0917615619
3374,310.4865983379,89623.0114293919,43163.7083898491,3.8324477391,3.7777893421,0.0917875331
3375,310.5783858710,89622.9648667080,43163.7874902139,3.8306384727,3.7722996105,0.0918082699
3376,310.6701941409,89622.9168091820,43163.8657157380,3.8280604854,3.7691554979,0.0918220307
3377,310.7620161716,89622.8673028436,43163.9430488342,3.8246683116,3.7684700793,0.0918271525
3378,310.8538433240,89622.8163937226,43164.0194719153,3.8202836515,3.7702320400,0.0918220501
3379,310.9456653741,89622.7641278487,43164.0949673940,3.8146080605,3.7743066584,0.0918052142
3380,311.0374705883,89622.7105512516,43164.1695176831,3.8072583545,3.7758167477,0.0917756864
3381,311.1292462747,89622.6557131905,43164.2431081966,3.7978259037,3.7769169131,0.0917494442
3382,311.2209957190,89622.5998022225,43164.3158538094,3.7861249909,3.7797050521,0.0917379822
3383,311.3127337012,89622.5431962401,43164.3880453610,3.7723269158,3.7835008153,0.0917289129
3384,311.4044626141,89622.4862866694,43164.4599862689,3.7681319271,3.7876574594,0.0917158630
3385,311.4961784770,89622.4294649366,43164.5319799506,3.7675428084,3.7915992656,0.0917004850
3386,311.5878789620,89622.3731217231,43164.6043292507,3.7676807156,3.7948200020,0.0916915602
3387,311.6795705222,89622.3175068800,43164.6772287119,3.7688398999,3.7970392444,0.0916926887
3388,311.7712632109,89622.2625640338,43164.7506373818,3.7709376863,3.7983823040,0.0917008722
3389,311.8629640831,89622.2081965870,43164.8244833749,3.7738306883,3.7990188477,0.0917132624
3390,311.9546773456,89622.1543079419,43164.8986948055,3.7773552669,3.7990967725,0.0917274858
3391,312.0464048314,89622.1008015009,43164.9731997880,3.7813275412,3.7987394798,0.0917416441
3392,312.1381464754,89622.0475806664,43165.0479264368,3.7855515848,3.7980537704,0.0917543144
3393,312.2299007898,89621.9945488408,43165.1228028662,3.7898332639,3.7971451069,0.0917645483
3394,312.3216653381,89621.9416094266,43165.1977571906,3.8395235999,3.7961382915,0.0917718719
3395,312.4134372101,89621.8886658261,43165.2727175244,3.8878045029,3.7952035307,0.0917762850
3396,312.5052134951,89621.8356214417,43165.3476119820,3.9294339581,3.7945884907,0.0917782314
3397,312.5969917265,89621.7823792507,43165.4223683386,3.9634726280,3.7946558466,0.0917725059
3398,312.6887642324,89621.7287453236,43165.4968370884,3.9891933895,3.7960440258,0.0917518911
3399,312.7805161235,89621.6743060960,43165.5706935710,4.0060681837,3.7974921177,0.0917329567
3400,312.8722490801,89621.6186177479,43165.6435889976,4.0141173186,3.7981430475,0.0917447973
3401,312.9639938774,89621.5612364590,43165.7151745793,4.0139690034,3.8034318584,0.0918268823
3402,313.0558207597,89621.5017184092,43165.7851015275,4.0067860759,3.8149985868,0.0920275307
3403,313.1478482905,89621.4396218858,43165.8530212462,3.9941159874,3.8345652175,0.0922867096
3404,313.2401350000,89621.3746913387,43165.9186021948,3.9777888093,3.8636877802,0.0924314675
3405,313.3325664676,89621.3070006478,43165.9815430126,3.9597828498,3.8503468976,0.0924578852
3406,313.4250243528,89621.2366574133,43166.0415454284,3.9418907592,3.8397704925,0.0923852585
3407,313.5174096113,89621.1637692354,43166.0983111709,3.9255437994,3.8391641616,0.0922358495
3408,313.6096454608,89621.0884437144,43166.1515419686,3.9116717605,3.8487403182,0.0920351079
3409,313.7016805687,89621.0107884505,43166.2009395502,3.9133248948,3.8680648341,0.0918118694
3410,313.7934924381,89620.9309110440,43166.2462056445,3.9273281416,3.8960031754,0.0916081081
3411,313.8851005463,89620.8489325075,43166.2870904221,3.9339341139,3.9293774560,0.0915643328
3412,313.9766648790,89620.7651868093,43166.3241131862,3.9297142656,3.9666656917,0.0916658468
3413,314.0683307258,89620.6801783590,43166.3584088251,3.9122705565,4.0044188428,0.0917919638
3414,314.1601226897,89620.5944163437,43166.3911294815,3.8804577175,4.0395533554,0.0918708258
3415,314.2519935155,89620.5084099505,43166.4234272983,3.8650112378,4.0698370104,0.0918825874
3416,314.3438761029,89620.4226683665,43166.4564544182,3.8634688551,4.0940725257,0.0918591254
3417,314.4357352283,89620.3377007789,43166.4913629838,3.8650376491,4.1119990610,0.0918831898
3418,314.5276184181,89620.2540006084,43166.5292681554,3.8709601497,4.1239961543,0.0920238260
3419,314.6196422441,89620.1717023614,43166.5704431855,3.8814529831,4.1315100722,0.0922268201
3420,314.7118690642,89620.0905836770,43166.6143242222,3.8955502896,4.1366632787,0.0924291368
3421,314.8042982011,89620.0104068373,43166.6603113913,3.9119522518,4.1411902936,0.0925825992
3422,314.8968808002,89619.9309341248,43166.7078048185,3.9291771892,4.1464002695,0.0926527801
3423,314.9895335803,89619.8519278217,43166.7562046298,3.9457605529,4.1533236343,0.0926186685
3424,315.0821522487,89619.7731502105,43166.8049109508,3.9604724655,4.1520790918,0.0924724206
3425,315.1746246693,89619.6943635733,43166.8533239075,3.9724965525,4.1269757285,0.0922192977
3426,315.2668439670,89619.6153301926,43166.9008436256,3.9815352399,4.0994149710,0.0918778297
3427,315.3587217967,89619.5358123507,43166.9468702309,3.9878262159,4.0710402501,0.0914801824
3428,315.4502019791,89619.4555723299,43166.9908038493,3.9920664616,4.0439732948,0.0910726449
3429,315.5412746239,89619.3743724124,43167.0320446065,3.9952488619,4.0206280111,0.0907160713
3430,315.6319906952,89619.2919748808,43167.0699926283,3.9984288285,4.0034749774,0.0904860217
3431,315.7224767169,89619.2081420172,43167.1040480406,4.0024568370,3.9756549427,0.0904683196
3432,315.8129450365,89619.1226514295,43167.1336432474,4.0077658606,3.9239308708,0.0906698986
3433,315.9036149351,89619.0355116825,43167.1586970895,4.0147062748,3.8829314099,0.0910121794
3434,315.9946271145,89618.9469099756,43167.1795046443,4.0233844382,3.8528994422,0.0914407503
3435,316.0860678648,89618.8570381524,43167.1963707705,4.0333435622,3.8334292237,0.0919072419
3436,316.1779751066,89618.7660880565,43167.2096003267,4.0437312179,3.8236339879,0.0923683641
3437,316.2703434707,89618.6742515313,43167.2194981716,4.0535169222,3.8223359091,0.0927858664
3438,316.3631293372,89618.5817204205,43167.2263691640,4.0616963955,3.8282448007,0.0931263228
3439,316.4562556599,89618.4886865675,43167.2305181626,4.0674467206,3.8400976633,0.0933608161
3440,316.5496164761,89618.3953418160,43167.2322500259,4.0702179196,3.8397308133,0.0934645808
3441,316.6430810568,89618.3018780094,43167.2318696128,4.0697638398,3.8426943943,0.0934166412
3442,316.7364976980,89618.2084869914,43167.2296817818,4.0661251451,3.8493255674,0.0932278271
3443,316.8297255251,89618.1153337332,43167.2259537486,4.0595311977,3.8589030376,0.0930236295
3444,316.9227491546,89618.0224545117,43167.2207724507,4.0501444007,3.8710272671,0.0928423866
3445,317.0155915412,89617.9298471224,43167.2141709202,4.0381519210,3.8854631920,0.0926827029
3446,317.1082742440,89617.8375093542,43167.2061821799,4.0237761268,3.9020555625,0.0925431857
3447,317.2008174297,89617.7454389957,43167.1968392523,4.0072293862,3.9207019020,0.0924224555
3448,317.2932398852,89617.6536338356,43167.1861751600,3.9886853660,3.9413305536,0.0923191493
3449,317.3855590346,89617.5620916626,43167.1742229256,3.9682660212,3.9638846398,0.0922319232
3450,317.4777909577,89617.4708102656,43167.1610155717,3.9460408332,3.9883116566,0.0921594547
3451,317.5699504124,89617.3797874330,43167.1465861208,3.9220340577,3.9932125856,0.0921004456
3452,317.6620508580,89617.2890209538,43167.1309675957,3.8962356644,3.9839499081,0.0920536236
3453,317.7541044817,89617.1985086165,43167.1141930189,3.8686124986,3.9766312946,0.0920177444
3454,317.8461222261,89617.1082482100,43167.0962954129,3.8391177687,3.9711611559,0.0919915932
3455,317.9381138193,89617.0182375229,43167.0773078003,3.8076981625,3.9674493157,0.0919739863
3456,318.0300878056,89616.9284743439,43167.0572632038,3.7742986974,3.9654095161,0.0919637720
3457,318.1220515776,89616.8389564617,43167.0361946460,3.7516829729,3.9649586220,0.0919598320
3458,318.2140114096,89616.7496816651,43167.0141351494,3.7602723918,3.9660161868,0.0919610821
3459,318.3059724917,89616.6606477428,43166.9911177366,3.7685015434,3.9685041967,0.0919664728
3460,318.3979389645,89616.5718524834,43166.9671754302,3.7763664224,3.9723469339,0.0919749900
3461,318.4899139544,89616.4832936758,43166.9423412528,3.7838630400,3.9774709662,0.0919856552
3462,318.5818996096,89616.3949691085,43166.9166482271,3.7909872424,3.9838053495,0.0919975259
3463,318.6738971355,89616.3068765704,43166.8901293755,3.7977343109,3.9912822464,0.0920096957
3464,318.7659068312,89616.2190138500,43166.8628177207,3.8040983061,3.9998383001,0.0920212946
3465,318.8579281257,89616.1313787363,43166.8347462853,3.8100712119,3.9990765460,0.0920314883
3466,318.9499596140,89616.0439690178,43166.8059480919,3.8156420256,3.9820159032,0.0920394789
3467,319.0419990929,89615.9567824832,43166.7764561630,3.8207962627,3.9660834526,0.0920445042
3468,319.1340435971,89615.8698169213,43166.7463035213,3.8255166673,3.9511686309,0.0920458377
3469,319.2260894348,89615.7830701209,43166.7155231893,3.8297862761,3.9371546909,0.0920427881
3470,319.3181322228,89615.6965398705,43166.6841481897,3.8335952582,3.9239242327,0.0920346992
3471,319.4101669221,89615.6102239589,43166.6522115450,3.8369529357,3.9113711743,0.0920209498
3472,319.5021878718,89615.5241201749,43166.6197462778,3.8399057314,3.8994204308,0.0920009526
3473,319.5941888245,89615.4382263071,43166.5867854107,3.8425601119,3.8880545521,0.0919731335
3474,319.6861619580,89615.3525459475,43166.5533499015,3.8450933957,3.8773566266,0.0919195482
3475,319.7780815062,89615.2671928700,43166.5192316441,3.8489753280,3.8677756234,0.0918332671
3476,319.8699147733,89615.1823794589,43166.4840175240,3.8698163218,3.8601078849,0.0917324614
3477,319.9616472347,89615.0983215790,43166.4472871918,3.8833887210,3.8552624590,0.0916432895
3478,320.0532905242,89615.0152350951,43166.4086202977,3.8902697039,3.8542124136,0.0915993084
3479,320.1448898326,89614.9333358229,43166.3675966153,3.8914576257,3.8579346373,0.0916258466
3480,320.2365156792,89614.8527912030,43166.3239175589,3.8882840600,3.8398762524,0.0916990142
3481,320.3282146935,89614.7736296733,43166.2776340691,3.8824006196,3.8218658377,0.0918034986
3482,320.4200181920,89614.6958548587,43166.2288594797,3.8752988699,3.8092889165,0.0919301441
3483,320.5119483361,89614.6194703840,43166.1777071248,3.8681392820,3.8022395959,0.0920702432
3484,320.6040185793,89614.5444798741,43166.1242903381,3.8641055851,3.8006569906,0.0922155503
3485,320.6962341296,89614.4708869537,43166.0687224537,3.8659624642,3.8043621082,0.0923582867
3486,320.7885924163,89614.3986952478,43166.0111168053,3.8673876247,3.8131010054,0.0924911386
3487,320.8810835549,89614.3279083811,43165.9515867270,3.8681184310,3.8265832423,0.0926072482
3488,320.9736908031,89614.2585299784,43165.8902455527,3.8679117883,3.8445098967,0.0927002013
3489,321.0663910044,89614.1905636647,43165.8272066161,3.8665519520,3.8643576955,0.0927640104
3490,321.1591550148,89614.1240130647,43165.7625832514,3.8638491394,3.8530596997,0.0927930964
3491,321.2519481112,89614.0588818033,43165.6964887923,3.8596327382,3.8458998735,0.0927822674
3492,321.3447303786,89613.9951735053,43165.6290365728,3.8553843611,3.8425626532,0.0927266981
3493,321.4374570767,89613.9328917956,43165.5603399267,3.8585380248,3.8427548942,0.0926219074
3494,321.5300789842,89613.8720402989,43165.4905121881,3.8620551452,3.8462007284,0.0924637505
3495,321.6225427347,89613.8126226281,43165.4196666833,3.8658138898,3.8526360439,0.0922704968
3496,321.7148132315,89613.7546225805,43165.3479043041,3.8697138934,3.8453625281,0.0921049876
3497,321.8069182191,89613.6979637406,43165.2752881585,3.8736952977,3.8349540517,0.0919748432
3498,321.8988930623,89613.6425582981,43165.2018742040,3.8777072665,3.8272488105,0.0918751624
3499,321.9907682247,89613.5883184428,43165.1277183980,3.8816995938,3.8219612337,0.0918013432
3500,322.0825695679,89613.5351563644,43165.0528766982,3.8856222419,3.8188162141,0.0917490987
3501,322.1743186665,89613.4829842527,43164.9774050620,3.8894260778,3.8175507538,0.0917144693
3502,322.2660331358,89613.4317142974,43164.9013594471,3.8930645420,3.8179171920,0.0916938324
3503,322.3577269682,89613.3812586883,43164.8247958107,3.8964960381,3.8196877809,0.0916839091
3504,322.4494108773,89613.3315296151,43164.7477701107,3.8996870036,3.8226602991,0.0916817695
3505,322.5410926467,89613.2824392676,43164.6703383043,3.9026157979,3.8266642411,0.0916848352
3506,322.6327774819,89613.2338998355,43164.5925563493,3.9052777249,3.8315669980,0.0916908819
3507,322.7244683639,89613.1858235086,43164.5144802030,3.9076916495,3.8372794656,0.0916980401
3508,322.8161664040,89613.1381224765,43164.4361658230,3.9099086280,3.8437606964,0.0917047823
3509,322.9078711863,89613.0907100214,43164.3576685224,3.9120212487,3.8510226227,0.0917090747
3510,322.9995802611,89613.0436084540,43164.2789792809,3.9140498464,3.8592573077,0.0917110188
3511,323.0912912799,89612.9970404088,43164.1999708754,3.9158464969,3.8689428990,0.0917160827
3512,323.1830073626,89612.9512500180,43164.1205033982,3.9173070592,3.8806320726,0.0917325756
3513,323.2747399382,89612.9064814137,43164.0404369414,3.9183913401,3.8949176809,0.0917713861
3514,323.3665113243,89612.8629787281,43163.9596315972,3.9191075934,3.8971804109,0.0918459580
3515,323.4583572823,89612.8209860933,43163.8779474578,3.9194880951,3.8681667043,0.0919701478
3516,323.5503274301,89612.7807439476,43163.7952487408,3.9195661602,3.8416958460,0.0921089211
3517,323.6424363512,89612.7424043832,43163.7114983310,3.9194713761,3.8183193797,0.0922157761
3518,323.7346521273,89612.7060292246,43163.6267599264,3.9194167082,3.7984390425,0.0922900161
3519,323.8269421434,89612.6716762178,43163.5411017804,3.9195707884,3.7823977098,0.0923334740
3520,323.9192756174,89612.6394031087,43163.4545921459,3.9200548559,3.7704793373,0.0923482072
3521,324.0116238246,89612.6092676431,43163.3672992763,3.9209481420,3.7629147989,0.0923365031
3522,324.1039603277,89612.5813275671,43163.2792914246,3.9222891775,3.7598919042,0.0923008860
3523,324.1962612137,89612.5556406266,43163.1906368441,3.9240671776,3.7615624099,0.0922441243
3524,324.2885053380,89612.5322645675,43163.1014037879,3.9262002164,3.7680404518,0.0921692371
3525,324.3806745751,89612.5112571358,43163.0116605091,3.9285006160,3.7793896172,0.0920795021
3526,324.4727540772,89612.4926760774,43162.9214752610,3.9306323350,3.7955993628,0.0919784620
3527,324.5647325392,89612.4765791382,43162.8309162967,3.9320694806,3.8165552229,0.0918699308
3528,324.6566024700,89612.4630240642,43162.7400518693,3.9320681635,3.7988889072,0.0917584781
3529,324.7483609482,89612.4520665362,43162.6489499984,3.9296664812,3.7826195550,0.0916769538
3530,324.8400379019,89612.4436218026,43162.5576628124,3.9238417065,3.7712555738,0.0916590975
3531,324.9316969995,89612.4373773675,43162.4662166687,3.9136652947,3.7641171919,0.0916856579
3532,325.0233826574,89612.4329999174,43162.3746355691,3.8982246549,3.7604482159,0.0917361422
3533,325.1151187996,89612.4301561388,43162.2829435154,3.8767211080,3.7594736517,0.0917937187
3534,325.2069125183,89612.4285127184,43162.1911645093,3.8485855171,3.7604422709,0.0918452381
3535,325.2987577564,89612.4277363425,43162.0993225526,3.8135804818,3.7626669812,0.0918812259
3536,325.3906389824,89612.4274936978,43162.0074416471,3.7756242157,3.7655558738,0.0918958623
3537,325.4825348447,89612.4274514708,43161.9155457945,3.7679725300,3.7686280141,0.0918869648
3538,325.5744218095,89612.4272763480,43161.8236589966,3.7598703558,3.7715090446,0.0918559804
3539,325.6662777899,89612.4266350159,43161.7318052551,3.7518000890,3.7739035886,0.0918079905
